PATHWAY_URI	DISPLAY_NAME	DIRECT_SUB_PATHWAY_URIS	ALL_SUB_PATHWAY_URIS
http://bioregistry.io/reactome:R-HSA-9824878	Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7		
http://bioregistry.io/reactome:R-HSA-9824272	Somitogenesis		
http://bioregistry.io/reactome:R-HSA-9824443	Parasitic Infection Pathways	http://bioregistry.io/reactome:R-HSA-9658195;	http://bioregistry.io/reactome:R-HSA-9664535;http://bioregistry.io/reactome:R-HSA-9662851;http://bioregistry.io/reactome:R-HSA-9664424;http://bioregistry.io/reactome:R-HSA-9658195;http://bioregistry.io/reactome:R-HSA-9660821;http://bioregistry.io/reactome:R-HSA-9664407;http://bioregistry.io/reactome:R-HSA-9662834;http://bioregistry.io/reactome:R-HSA-9664417;http://bioregistry.io/reactome:R-HSA-9660826;http://bioregistry.io/reactome:R-HSA-9673324;http://bioregistry.io/reactome:R-HSA-9664422;http://bioregistry.io/reactome:R-HSA-9664433;http://bioregistry.io/reactome:R-HSA-9664323;http://bioregistry.io/reactome:R-HSA-9664420;
http://bioregistry.io/reactome:R-HSA-9824446	Viral Infection Pathways	http://bioregistry.io/reactome:R-HSA-162906;http://bioregistry.io/reactome:R-HSA-9679506;http://bioregistry.io/reactome:R-HSA-9609646;http://bioregistry.io/reactome:R-HSA-168255;http://bioregistry.io/reactome:R-HSA-9820952;	http://bioregistry.io/reactome:R-HSA-9684325;http://bioregistry.io/reactome:R-HSA-192823;http://bioregistry.io/reactome:R-HSA-9610379;http://bioregistry.io/reactome:R-HSA-164516;http://bioregistry.io/reactome:R-HSA-173107;http://bioregistry.io/reactome:R-HSA-168270;http://bioregistry.io/reactome:R-HSA-9682708;http://bioregistry.io/reactome:R-HSA-168271;http://bioregistry.io/reactome:R-HSA-171286;http://bioregistry.io/reactome:R-HSA-9682706;http://bioregistry.io/reactome:R-HSA-180689;http://bioregistry.io/reactome:R-HSA-168274;http://bioregistry.io/reactome:R-HSA-168275;http://bioregistry.io/reactome:R-HSA-168273;http://bioregistry.io/reactome:R-HSA-9834752;http://bioregistry.io/reactome:R-HSA-168276;http://bioregistry.io/reactome:R-HSA-168277;http://bioregistry.io/reactome:R-HSA-168315;http://bioregistry.io/reactome:R-HSA-168316;http://bioregistry.io/reactome:R-HSA-9692914;http://bioregistry.io/reactome:R-HSA-9692916;http://bioregistry.io/reactome:R-HSA-9692913;http://bioregistry.io/reactome:R-HSA-9692912;http://bioregistry.io/reactome:R-HSA-9694493;http://bioregistry.io/reactome:R-HSA-175474;http://bioregistry.io/reactome:R-HSA-167290;http://bioregistry.io/reactome:R-HSA-167172;http://bioregistry.io/reactome:R-HSA-9772572;http://bioregistry.io/reactome:R-HSA-168268;http://bioregistry.io/reactome:R-HSA-9772573;http://bioregistry.io/reactome:R-HSA-168305;http://bioregistry.io/reactome:R-HSA-168302;http://bioregistry.io/reactome:R-HSA-168303;http://bioregistry.io/reactome:R-HSA-162594;http://bioregistry.io/reactome:R-HSA-9679191;http://bioregistry.io/reactome:R-HSA-162592;http://bioregistry.io/reactome:R-HSA-9609646;http://bioregistry.io/reactome:R-HSA-164938;http://bioregistry.io/reactome:R-HSA-164939;http://bioregistry.io/reactome:R-HSA-9679514;http://bioregistry.io/reactome:R-HSA-9727281;http://bioregistry.io/reactome:R-HSA-177539;http://bioregistry.io/reactome:R-HSA-168330;http://bioregistry.io/reactome:R-HSA-168333;http://bioregistry.io/reactome:R-HSA-9683612;http://bioregistry.io/reactome:R-HSA-168298;http://bioregistry.io/reactome:R-HSA-167242;http://bioregistry.io/reactome:R-HSA-167243;http://bioregistry.io/reactome:R-HSA-9683610;http://bioregistry.io/reactome:R-HSA-162599;http://bioregistry.io/reactome:R-HSA-167246;http://bioregistry.io/reactome:R-HSA-168336;http://bioregistry.io/reactome:R-HSA-9828721;http://bioregistry.io/reactome:R-HSA-162585;http://bioregistry.io/reactome:R-HSA-192814;http://bioregistry.io/reactome:R-HSA-164525;http://bioregistry.io/reactome:R-HSA-9694516;http://bioregistry.io/reactome:R-HSA-9694635;http://bioregistry.io/reactome:R-HSA-9694631;http://bioregistry.io/reactome:R-HSA-9820962;http://bioregistry.io/reactome:R-HSA-9820960;http://bioregistry.io/reactome:R-HSA-9694594;http://bioregistry.io/reactome:R-HSA-162909;http://bioregistry.io/reactome:R-HSA-9820965;http://bioregistry.io/reactome:R-HSA-162906;http://bioregistry.io/reactome:R-HSA-182218;http://bioregistry.io/reactome:R-HSA-9833110;http://bioregistry.io/reactome:R-HSA-167590;http://bioregistry.io/reactome:R-HSA-169131;http://bioregistry.io/reactome:R-HSA-165054;http://bioregistry.io/reactome:R-HSA-168288;http://bioregistry.io/reactome:R-HSA-162589;http://bioregistry.io/reactome:R-HSA-162588;http://bioregistry.io/reactome:R-HSA-167238;http://bioregistry.io/reactome:R-HSA-162587;http://bioregistry.io/reactome:R-HSA-168325;http://bioregistry.io/reactome:R-HSA-192869;http://bioregistry.io/reactome:R-HSA-164952;http://bioregistry.io/reactome:R-HSA-9833109;http://bioregistry.io/reactome:R-HSA-192905;http://bioregistry.io/reactome:R-HSA-9754678;http://bioregistry.io/reactome:R-HSA-9694686;http://bioregistry.io/reactome:R-HSA-9820952;http://bioregistry.io/reactome:R-HSA-175567;http://bioregistry.io/reactome:R-HSA-9694322;http://bioregistry.io/reactome:R-HSA-9694682;http://bioregistry.io/reactome:R-HSA-9733458;http://bioregistry.io/reactome:R-HSA-9683439;http://bioregistry.io/reactome:R-HSA-9735871;http://bioregistry.io/reactome:R-HSA-168874;http://bioregistry.io/reactome:R-HSA-9683673;http://bioregistry.io/reactome:R-HSA-9683683;http://bioregistry.io/reactome:R-HSA-164940;http://bioregistry.io/reactome:R-HSA-164944;http://bioregistry.io/reactome:R-HSA-9694614;http://bioregistry.io/reactome:R-HSA-9755779;http://bioregistry.io/reactome:R-HSA-177243;http://bioregistry.io/reactome:R-HSA-9735869;http://bioregistry.io/reactome:R-HSA-9679509;http://bioregistry.io/reactome:R-HSA-9754560;http://bioregistry.io/reactome:R-HSA-9679504;http://bioregistry.io/reactome:R-HSA-9679506;http://bioregistry.io/reactome:R-HSA-9705671;http://bioregistry.io/reactome:R-HSA-180897;http://bioregistry.io/reactome:R-HSA-180534;http://bioregistry.io/reactome:R-HSA-9683686;http://bioregistry.io/reactome:R-HSA-9705677;http://bioregistry.io/reactome:R-HSA-9694548;http://bioregistry.io/reactome:R-HSA-9694301;http://bioregistry.io/reactome:R-HSA-9694786;http://bioregistry.io/reactome:R-HSA-9705683;http://bioregistry.io/reactome:R-HSA-167160;http://bioregistry.io/reactome:R-HSA-180746;http://bioregistry.io/reactome:R-HSA-9678108;http://bioregistry.io/reactome:R-HSA-174495;http://bioregistry.io/reactome:R-HSA-176034;http://bioregistry.io/reactome:R-HSA-176033;http://bioregistry.io/reactome:R-HSA-167161;http://bioregistry.io/reactome:R-HSA-167162;http://bioregistry.io/reactome:R-HSA-167200;http://bioregistry.io/reactome:R-HSA-180585;http://bioregistry.io/reactome:R-HSA-174490;http://bioregistry.io/reactome:R-HSA-168255;http://bioregistry.io/reactome:R-HSA-167287;http://bioregistry.io/reactome:R-HSA-9609690;http://bioregistry.io/reactome:R-HSA-167169;http://bioregistry.io/reactome:R-HSA-9828642;http://bioregistry.io/reactome:R-HSA-164843;http://bioregistry.io/reactome:R-HSA-9694719;http://bioregistry.io/reactome:R-HSA-9828806;http://bioregistry.io/reactome:R-HSA-9678110;http://bioregistry.io/reactome:R-HSA-9694676;http://bioregistry.io/reactome:R-HSA-180910;http://bioregistry.io/reactome:R-HSA-9694271;http://bioregistry.io/reactome:R-HSA-167152;http://bioregistry.io/reactome:R-HSA-9683701;http://bioregistry.io/reactome:R-HSA-168888;http://bioregistry.io/reactome:R-HSA-167158;
http://bioregistry.io/reactome:R-HSA-9824439	Bacterial Infection Pathways	http://bioregistry.io/reactome:R-HSA-8876384;http://bioregistry.io/reactome:R-HSA-9635486;http://bioregistry.io/reactome:R-HSA-5339562;	http://bioregistry.io/reactome:R-HSA-5250955;http://bioregistry.io/reactome:R-HSA-8876384;http://bioregistry.io/reactome:R-HSA-9637698;http://bioregistry.io/reactome:R-HSA-9636467;http://bioregistry.io/reactome:R-HSA-9639775;http://bioregistry.io/reactome:R-HSA-9636569;http://bioregistry.io/reactome:R-HSA-8942233;http://bioregistry.io/reactome:R-HSA-5250971;http://bioregistry.io/reactome:R-HSA-9637679;http://bioregistry.io/reactome:R-HSA-5250992;http://bioregistry.io/reactome:R-HSA-9636667;http://bioregistry.io/reactome:R-HSA-9636249;http://bioregistry.io/reactome:R-HSA-9637690;http://bioregistry.io/reactome:R-HSA-5250958;http://bioregistry.io/reactome:R-HSA-9636383;http://bioregistry.io/reactome:R-HSA-5210891;http://bioregistry.io/reactome:R-HSA-5339562;http://bioregistry.io/reactome:R-HSA-1222538;http://bioregistry.io/reactome:R-HSA-168799;http://bioregistry.io/reactome:R-HSA-1222499;http://bioregistry.io/reactome:R-HSA-5336415;http://bioregistry.io/reactome:R-HSA-8875360;http://bioregistry.io/reactome:R-HSA-9635465;http://bioregistry.io/reactome:R-HSA-9637687;http://bioregistry.io/reactome:R-HSA-8876493;http://bioregistry.io/reactome:R-HSA-9635486;http://bioregistry.io/reactome:R-HSA-5250982;http://bioregistry.io/reactome:R-HSA-5250981;http://bioregistry.io/reactome:R-HSA-9635644;http://bioregistry.io/reactome:R-HSA-5250968;http://bioregistry.io/reactome:R-HSA-5250989;http://bioregistry.io/reactome:R-HSA-1222541;http://bioregistry.io/reactome:R-HSA-1222387;http://bioregistry.io/reactome:R-HSA-9637628;http://bioregistry.io/reactome:R-HSA-1222449;
http://bioregistry.io/reactome:R-HSA-9824585	Regulation of MITF-M-dependent genes involved in pigmentation		
http://bioregistry.io/reactome:R-HSA-9824594	Regulation of MITF-M-dependent genes involved in apoptosis		
inoh:id499539681_NADP____Cholesterol___NADPH___7_Dehydro_cholesterol	NADP+ + Cholesterol = NADPH + 7-Dehydro-cholesterol ( Steroids metabolism )		
biofactoid:05497cc6-29cd-43e7-b766-04296e42b023	Phosphorylation of RIAM by src promotes integrin activation by unmasking the PH domain of RIAM.		
http://bioregistry.io/reactome:R-HSA-9825895	Regulation of MITF-M-dependent genes involved in DNA damage repair and senescence		
http://bioregistry.io/reactome:R-HSA-9825892	Regulation of MITF-M-dependent genes involved in cell cycle and proliferation		
pid:pid_71774	DNA clamp loader activity		
pid:pid_71729	negative regulation of transcription during mitosis		
pid:pid_71625	ATR signaling pathway		pid:pid_71956;pid:pid_71626;pid:pid_71937;pid:pid_72131;pid:pid_71729;pid:pid_5315;pid:pid_71774;pid:pid_4110;pid:pid_31695;
pid:pid_71626	response to G2/M transition DNA damage checkpoint signal		
pid:pid_71956	response to DNA replication checkpoint signal		
pid:pid_71937	chromatin binding		
inoh:id1899776008_D_Glucose_1_phosphate___D_Glucose_6_phosphate	D-Glucose 1-phosphate = D-Glucose 6-phosphate ( Galactose metabolism )		
pid:pid_71097	Sphingosine 1-phosphate (S1P) pathway		pid:pid_1415;pid:pid_71130;
pid:pid_71032	somite specification		
pid:pid_71041	heart looping		
pid:pid_71130	growth factor activity		
pid:pid_71216	ErbB receptor signaling network		
pid:pid_70410	negative regulation of microtubule depolymerization		
pid:pid_70409	Lissencephaly gene (LIS1) in neuronal migration and development		pid:pid_70410;pid:pid_3871;pid:pid_4154;
http://bioregistry.io/reactome:R-HSA-9827857	Specification of primordial germ cells		
inoh:id1352899516_EMS_cell_division_into_E_cell__endodermal_cell_fate_determination_	EMS cell division into E cell (endodermal cell fate determination) ( C. elegans endoderm induction Wnt signaling pathway Diagram )		
pid:pid_70908	determination of left/right symmetry		
pid:pid_70952	dorsoventral neural tube patterning		
pid:pid_70970	mesenchymal cell differentiation		
pid:pid_70690	Signaling events mediated by the Hedgehog family		pid:pid_59879;pid:pid_70952;pid:pid_70765;pid:pid_71041;pid:pid_70970;pid:pid_71032;pid:pid_70908;pid:pid_9744;pid:pid_70729;pid:pid_61568;
pid:pid_70765	pancreas development		
pid:pid_70729	receptor-mediated endocytosis		
biofactoid:163111ea-bb07-4ced-9f16-ff5c1426ebfe	p27 controls Ragulator and mTOR activity in amino acid-deprived cells to regulate the autophagy-lysosomal pathway and coordinate cell cycle and cell growth.		
http://bioregistry.io/reactome:R-HSA-9828211	Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation		
pid:pid_70027	embryonic limb morphogenesis		
pid:pid_70052	forebrain development		
inoh:id1123789924_immune_response_to_fungi	immune response to fungi ( Drosophila IMD pathway )		
http://bioregistry.io/reactome:R-HSA-9828642	Respiratory syncytial virus genome transcription		
http://bioregistry.io/reactome:R-HSA-9828721	Translation of respiratory syncytial virus mRNAs		
http://bioregistry.io/reactome:R-HSA-9828806	Maturation of hRSV A proteins		
panther:_Heart_Rate_s3_sa3_	Heart Rate		
http://bioregistry.io/reactome:R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor		
pid:pid_73660	IL6-mediated signaling events		pid:pid_2228;pid:pid_37606;pid:pid_36582;pid:pid_1861;pid:pid_74002;pid:pid_24212;pid:pid_34165;pid:pid_15488;
http://bioregistry.io/reactome:R-HSA-442660	Na+/Cl- dependent neurotransmitter transporters		
http://bioregistry.io/reactome:R-HSA-442729	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde		
http://bioregistry.io/reactome:R-HSA-442742	CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling	http://bioregistry.io/reactome:R-HSA-444257;http://bioregistry.io/reactome:R-HSA-442982;	http://bioregistry.io/reactome:R-HSA-442982;http://bioregistry.io/reactome:R-HSA-444257;
http://bioregistry.io/reactome:R-HSA-442755	Activation of NMDA receptors and postsynaptic events	http://bioregistry.io/reactome:R-HSA-9617324;http://bioregistry.io/reactome:R-HSA-438066;http://bioregistry.io/reactome:R-HSA-438064;http://bioregistry.io/reactome:R-HSA-9609736;	http://bioregistry.io/reactome:R-HSA-442729;http://bioregistry.io/reactome:R-HSA-9620244;http://bioregistry.io/reactome:R-HSA-9619229;http://bioregistry.io/reactome:R-HSA-9617324;http://bioregistry.io/reactome:R-HSA-438066;http://bioregistry.io/reactome:R-HSA-438064;http://bioregistry.io/reactome:R-HSA-442982;http://bioregistry.io/reactome:R-HSA-444257;http://bioregistry.io/reactome:R-HSA-9609736;http://bioregistry.io/reactome:R-HSA-9619483;http://bioregistry.io/reactome:R-HSA-442720;http://bioregistry.io/reactome:R-HSA-442742;
http://bioregistry.io/reactome:R-HSA-442720	CREB1 phosphorylation through the activation of Adenylate Cyclase		
http://bioregistry.io/reactome:R-HSA-442380	Zinc influx into cells by the SLC39 gene family		
pid:pid_72850	Regulation of nuclear SMAD2/3 signaling		pid:pid_67238;pid:pid_71041;pid:pid_70970;pid:pid_39997;pid:pid_6459;pid:pid_2284;
kegg:pathmap00950_1	Isoquinoline alkaloid biosynthesis		
inoh:id734782255_BMP_signaling_in_Drosophila__dorsolateral_	BMP signaling in Drosophila (dorsolateral) ( BMP signaling in Drosophila )		inoh:id588679174_Specification_of_the_dorsal_ectoderm;
pid:pid_72137	Syndecan-4-mediated signaling events		pid:pid_46538;pid:pid_5782;pid:pid_42909;pid:pid_8578;pid:pid_23121;pid:pid_36344;pid:pid_27246;pid:pid_16026;
pid:pid_72131	single-stranded DNA binding		
pid:pid_72667	Antibacterial Response		
pid:pid_72740	Antiviral Response		
pid:pid_72464	IFN-gamma pathway		pid:pid_67238;pid:pid_72581;pid:pid_72572;pid:pid_72552;pid:pid_72740;pid:pid_15488;pid:pid_72667;pid:pid_1083;
pid:pid_72572	antigen processing and presentation of peptide antigen via MHC class I		
pid:pid_72581	antigen processing and presentation of peptide antigen via MHC class II		
pid:pid_72552	Immunoregulation		
http://bioregistry.io/reactome:R-HSA-444257	RSK activation		
http://bioregistry.io/reactome:R-HSA-444209	Free fatty acid receptors		
http://bioregistry.io/reactome:R-HSA-444411	Rhesus glycoproteins mediate ammonium transport.		
http://bioregistry.io/reactome:R-HSA-444473	Formyl peptide receptors bind formyl peptides and many other ligands		
inoh:id656686469_ATP___Creatine___ADP___N_Phospho_creatine	ATP + Creatine = ADP + N-Phospho-creatine ( Arginine and Proline metabolism )		
pid:pid_76086	Presenilin action in Notch and Wnt signaling		pid:pid_6459;pid:pid_10395;pid:pid_1083;
pid:pid_76041	regulation of cell migration		
pid:pid_75354	Endothelins		pid:pid_1878;pid:pid_20357;pid:pid_75372;pid:pid_75663;pid:pid_19892;pid:pid_64095;
pid:pid_75372	positive regulation of muscle contraction		
pid:pid_75271	Ras signaling in the CD4+ TCR pathway		
pid:pid_75197	EGFR-dependent Endothelin signaling events		pid:pid_19892;
pid:pid_75771	IL8- and CXCR2-mediated signaling events		pid:pid_20973;pid:pid_1878;pid:pid_1035;pid:pid_29429;pid:pid_6459;pid:pid_75875;pid:pid_76041;pid:pid_14587;
pid:pid_75875	phosphatidylinositol-4,5-bisphosphate 3-kinase activity		
pid:pid_75663	regulation of vascular smooth muscle contraction		
http://bioregistry.io/reactome:R-HSA-444821	Relaxin receptors		
http://bioregistry.io/reactome:R-HSA-445717	Aquaporin-mediated transport	http://bioregistry.io/reactome:R-HSA-432030;http://bioregistry.io/reactome:R-HSA-432040;http://bioregistry.io/reactome:R-HSA-432047;	http://bioregistry.io/reactome:R-HSA-432030;http://bioregistry.io/reactome:R-HSA-432040;http://bioregistry.io/reactome:R-HSA-432047;
http://bioregistry.io/reactome:R-HSA-445989	TAK1-dependent IKK and NF-kappa-B activation	http://bioregistry.io/reactome:R-HSA-9758274;	http://bioregistry.io/reactome:R-HSA-9758274;
http://bioregistry.io/reactome:R-HSA-445144	Signal transduction by L1		
http://bioregistry.io/reactome:R-HSA-445355	Smooth Muscle Contraction		
biofactoid:917e7f60-8087-4902-975f-0b483f62afdb	Regulation of pDC fate determination by histone deacetylase 3.		
inoh:id1637008419_adult_tissue_homeostasis__Canonical_	adult tissue homeostasis (Canonical) ( Canonical Wnt signaling pathway Diagram )		
http://bioregistry.io/reactome:R-HSA-445095	Interaction between L1 and Ankyrins		
pid:pid_74002	Plasma Cell Myeloma		
pid:pid_74149	Arf6 trafficking events		pid:pid_74352;pid:pid_74388;pid:pid_74343;pid:pid_74233;pid:pid_74225;pid:pid_44570;pid:pid_74501;pid:pid_74537;pid:pid_892;pid:pid_17435;pid:pid_35700;pid:pid_3758;pid:pid_48909;pid:pid_29429;
pid:pid_74085	ALK2 signaling events		
http://bioregistry.io/reactome:R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer		
pid:pid_74597	Alternative NF-kappaB pathway		pid:pid_74631;pid:pid_5315;
pid:pid_74501	membrane depolarization		
pid:pid_74537	insulin receptor binding		
pid:pid_74233	positive regulation of endocytosis		
pid:pid_74225	membrane fusion		
pid:pid_74388	growth hormone secretagogue receptor activity		
pid:pid_74352	calcium ion-dependent exocytosis		
pid:pid_74343	clathrin-independent pinocytosis		
pid:pid_74853	blood circulation		
pid:pid_74840	chemokinesis		
pid:pid_74631	regulation of B cell activation		
pid:pid_74705	Angiopoietin receptor Tie2-mediated signaling		pid:pid_16212;pid:pid_46538;pid:pid_56555;pid:pid_8578;pid:pid_1861;pid:pid_60442;pid:pid_74840;pid:pid_74853;pid:pid_20002;
pid:pid_78073	skeletal muscle tissue development		
http://bioregistry.io/reactome:R-HSA-446652	Interleukin-1 family signaling	http://bioregistry.io/reactome:R-HSA-9014843;http://bioregistry.io/reactome:R-HSA-9020702;http://bioregistry.io/reactome:R-HSA-9014826;http://bioregistry.io/reactome:R-HSA-9007892;http://bioregistry.io/reactome:R-HSA-9012546;http://bioregistry.io/reactome:R-HSA-448706;http://bioregistry.io/reactome:R-HSA-9008059;	http://bioregistry.io/reactome:R-HSA-9014843;http://bioregistry.io/reactome:R-HSA-9020702;http://bioregistry.io/reactome:R-HSA-9758274;http://bioregistry.io/reactome:R-HSA-9014826;http://bioregistry.io/reactome:R-HSA-9012546;http://bioregistry.io/reactome:R-HSA-9007892;http://bioregistry.io/reactome:R-HSA-448706;http://bioregistry.io/reactome:R-HSA-445989;http://bioregistry.io/reactome:R-HSA-5684264;http://bioregistry.io/reactome:R-HSA-9008059;
http://bioregistry.io/reactome:R-HSA-446728	Cell junction organization	http://bioregistry.io/reactome:R-HSA-446353;http://bioregistry.io/reactome:R-HSA-421270;http://bioregistry.io/reactome:R-HSA-446107;	http://bioregistry.io/reactome:R-HSA-9762292;http://bioregistry.io/reactome:R-HSA-9764302;http://bioregistry.io/reactome:R-HSA-9764260;http://bioregistry.io/reactome:R-HSA-9762293;http://bioregistry.io/reactome:R-HSA-9759811;http://bioregistry.io/reactome:R-HSA-446388;http://bioregistry.io/reactome:R-HSA-446343;http://bioregistry.io/reactome:R-HSA-418990;http://bioregistry.io/reactome:R-HSA-446353;http://bioregistry.io/reactome:R-HSA-421270;http://bioregistry.io/reactome:R-HSA-9833576;http://bioregistry.io/reactome:R-HSA-9759475;http://bioregistry.io/reactome:R-HSA-373756;http://bioregistry.io/reactome:R-HSA-420029;http://bioregistry.io/reactome:R-HSA-9759476;http://bioregistry.io/reactome:R-HSA-420597;http://bioregistry.io/reactome:R-HSA-446107;
http://bioregistry.io/reactome:R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer		
http://bioregistry.io/reactome:R-HSA-446107	Type I hemidesmosome assembly		
http://bioregistry.io/reactome:R-HSA-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	http://bioregistry.io/reactome:R-HSA-446219;	http://bioregistry.io/reactome:R-HSA-6787639;http://bioregistry.io/reactome:R-HSA-446210;http://bioregistry.io/reactome:R-HSA-446199;http://bioregistry.io/reactome:R-HSA-446205;http://bioregistry.io/reactome:R-HSA-4085001;http://bioregistry.io/reactome:R-HSA-162699;http://bioregistry.io/reactome:R-HSA-446219;http://bioregistry.io/reactome:R-HSA-480985;
http://bioregistry.io/reactome:R-HSA-446199	Synthesis of Dolichyl-phosphate		
http://bioregistry.io/reactome:R-HSA-446210	Synthesis of UDP-N-acetyl-glucosamine		
http://bioregistry.io/reactome:R-HSA-446219	Synthesis of substrates in N-glycan biosythesis	http://bioregistry.io/reactome:R-HSA-6787639;http://bioregistry.io/reactome:R-HSA-446199;http://bioregistry.io/reactome:R-HSA-446210;http://bioregistry.io/reactome:R-HSA-446205;http://bioregistry.io/reactome:R-HSA-4085001;http://bioregistry.io/reactome:R-HSA-162699;http://bioregistry.io/reactome:R-HSA-480985;	http://bioregistry.io/reactome:R-HSA-6787639;http://bioregistry.io/reactome:R-HSA-446210;http://bioregistry.io/reactome:R-HSA-446199;http://bioregistry.io/reactome:R-HSA-446205;http://bioregistry.io/reactome:R-HSA-4085001;http://bioregistry.io/reactome:R-HSA-162699;http://bioregistry.io/reactome:R-HSA-480985;
http://bioregistry.io/reactome:R-HSA-446203	Asparagine N-linked glycosylation	http://bioregistry.io/reactome:R-HSA-948021;http://bioregistry.io/reactome:R-HSA-532668;http://bioregistry.io/reactome:R-HSA-446193;	http://bioregistry.io/reactome:R-HSA-6787639;http://bioregistry.io/reactome:R-HSA-948021;http://bioregistry.io/reactome:R-HSA-975576;http://bioregistry.io/reactome:R-HSA-975574;http://bioregistry.io/reactome:R-HSA-964739;http://bioregistry.io/reactome:R-HSA-964827;http://bioregistry.io/reactome:R-HSA-5694530;http://bioregistry.io/reactome:R-HSA-446193;http://bioregistry.io/reactome:R-HSA-975577;http://bioregistry.io/reactome:R-HSA-199977;http://bioregistry.io/reactome:R-HSA-975578;http://bioregistry.io/reactome:R-HSA-6807878;http://bioregistry.io/reactome:R-HSA-446210;http://bioregistry.io/reactome:R-HSA-446199;http://bioregistry.io/reactome:R-HSA-532668;http://bioregistry.io/reactome:R-HSA-446205;http://bioregistry.io/reactome:R-HSA-204005;http://bioregistry.io/reactome:R-HSA-4085001;http://bioregistry.io/reactome:R-HSA-162699;http://bioregistry.io/reactome:R-HSA-446219;http://bioregistry.io/reactome:R-HSA-480985;http://bioregistry.io/reactome:R-HSA-901032;http://bioregistry.io/reactome:R-HSA-901042;
http://bioregistry.io/reactome:R-HSA-446205	Synthesis of GDP-mannose		
pid:pid_78197	oligodendrocyte development		
http://bioregistry.io/reactome:R-HSA-446388	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components		
http://bioregistry.io/reactome:R-HSA-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions		
http://bioregistry.io/reactome:R-HSA-446353	Cell-extracellular matrix interactions	http://bioregistry.io/reactome:R-HSA-446388;http://bioregistry.io/reactome:R-HSA-446343;	http://bioregistry.io/reactome:R-HSA-446388;http://bioregistry.io/reactome:R-HSA-446343;
pid:pid_78621	TCR signaling in naïve CD4+ T cells		pid:pid_42909;pid:pid_5315;pid:pid_46930;
pid:pid_77987	Bergmann glial cell differentiation		
http://bioregistry.io/pathbank:SMP0120895	Insulin secretion		
pid:pid_77781	Notch signaling pathway		pid:pid_16187;pid:pid_5315;pid:pid_77987;pid:pid_31515;pid:pid_78197;pid:pid_48986;pid:pid_35700;pid:pid_78073;
inoh:id588679174_Specification_of_the_dorsal_ectoderm	Specification of the dorsal ectoderm ( BMP signaling in Drosophila )		
inoh:id1815263280_Hh_signaling_pathway	Hh signaling pathway ( Hedgehog signaling pathway )		inoh:id249742238_Signaling_with_Hh;inoh:id9556299_Ci_Gli_processing_signaling;inoh:id995982645_Secretory_pathway_of_Hh;inoh:id597908556_Activation_of_Smo;inoh:id718127366_Signaling_without_Hh;inoh:id338677516_Inactivation_of_Ptc_by_Hh;
http://bioregistry.io/reactome:R-HSA-447038	NrCAM interactions		
http://bioregistry.io/reactome:R-HSA-447041	CHL1 interactions		
http://bioregistry.io/reactome:R-HSA-447043	Neurofascin interactions		
http://bioregistry.io/reactome:R-HSA-447115	Interleukin-12 family signaling	http://bioregistry.io/reactome:R-HSA-9020591;http://bioregistry.io/reactome:R-HSA-9020933;http://bioregistry.io/reactome:R-HSA-9020956;http://bioregistry.io/reactome:R-HSA-8984722;	http://bioregistry.io/reactome:R-HSA-9020591;http://bioregistry.io/reactome:R-HSA-9020933;http://bioregistry.io/reactome:R-HSA-9020956;http://bioregistry.io/reactome:R-HSA-8984722;http://bioregistry.io/reactome:R-HSA-8950505;
pid:pid_76384	FGF signaling pathway		pid:pid_52990;pid:pid_8578;pid:pid_76860;pid:pid_1861;pid:pid_6459;pid:pid_23121;pid:pid_44658;pid:pid_76813;
pid:pid_76860	senescence		
pid:pid_76813	negative regulation of receptor internalization		
pid:pid_76947	oxygen and reactive oxygen species metabolic process		
pid:pid_76910	Signaling events mediated by VEGFR1 and VEGFR2		pid:pid_28694;pid:pid_15002;pid:pid_42909;pid:pid_8578;pid:pid_20725;pid:pid_6459;pid:pid_8394;pid:pid_76947;pid:pid_67833;pid:pid_15017;
biofactoid:fcf6d6a0-57f8-4459-b0a5-d431404f0512	Polθ is phosphorylated by PLK1 to repair double-strand breaks in mitosis.		
inoh:id1038_Phospholipase_C_gamma_signaling	Phospholipase C gamma signaling ( CD4 T cell receptor signaling (JNK cascade) )		
panther:_Apoptosis_s35_sa17_	Apoptosis		
http://bioregistry.io/reactome:R-HSA-448706	Interleukin-1 processing		
