pathway,source,interactiontype,target
MicroRNAs in cancer,mir193b,inhibition,plau
MicroRNAs in cancer,mir221,inhibition,cdkn1b
MicroRNAs in cancer,mir222,inhibition,cdkn1b
MicroRNAs in cancer,mir29a*mir29b1*mir29b2*mir29c,inhibition,pdgfra
MicroRNAs in cancer,mir125b1*mir125b2,inhibition,bak1
MicroRNAs in cancer,mir200a*mir200b*mir200c,inhibition,commd3-bmi1*bmi1
MicroRNAs in cancer,mir200a*mir200b*mir200c,inhibition,zeb1
MicroRNAs in cancer,mir200a*mir200b*mir200c,inhibition,zeb2
MicroRNAs in cancer,mir200a*mir200b*mir200c,inhibition,zfpm2
MicroRNAs in cancer,mirlet7a1*mirlet7a2*mirlet7a3*mirlet7b*mirlet7d*mirlet7e*mirlet7f1*mirlet7f2*mirlet7g*mirlet7i,inhibition,hras*kras*nras
MicroRNAs in cancer,mirlet7a1*mirlet7a2*mirlet7a3*mirlet7b*mirlet7d*mirlet7e*mirlet7f1*mirlet7f2*mirlet7g*mirlet7i,inhibition,hmga2
MicroRNAs in cancer,mir30a*mir30d*mir30e,inhibition,itgb3
MicroRNAs in cancer,mir30a*mir30d*mir30e,inhibition,ube2i
MicroRNAs in cancer,mir335,inhibition,sox4
MicroRNAs in cancer,mir335,inhibition,tnc*tnn*tnr*tnxb
MicroRNAs in cancer,mir124-1*mir124-2*mir124-3,inhibition,cdk6
MicroRNAs in cancer,mir451a,inhibition,abcb1
MicroRNAs in cancer,mir345,inhibition,abcc1
MicroRNAs in cancer,mir7-1*mir7-2*mir7-3,inhibition,abcc1
MicroRNAs in cancer,mir21,inhibition,pten
MicroRNAs in cancer,mir214,inhibition,pten
MicroRNAs in cancer,mir137,inhibition,cdk6
MicroRNAs in cancer,mir224,inhibition,pak4
MicroRNAs in cancer,mir101-1*mir101-2,inhibition,plcg1*plcg2
MicroRNAs in cancer,mir32,inhibition,bcl2l11
MicroRNAs in cancer,mir224,inhibition,mmp9
MicroRNAs in cancer,mir101-1*mir101-2,inhibition,fgfr3
MicroRNAs in cancer,mir21,inhibition,marcks
MicroRNAs in cancer,mir602,inhibition,rassf1
MicroRNAs in cancer,mir146a,inhibition,brca1
MicroRNAs in cancer,mir125a*mir125b1*mir125b2,inhibition,fgfr3
MicroRNAs in cancer,mir21,inhibition,bmpr2
MicroRNAs in cancer,mir106b,inhibition,cdkn1a
MicroRNAs in cancer,mir145,inhibition,fgfr3
MicroRNAs in cancer,mir34a,inhibition,met
MicroRNAs in cancer,mir20a,inhibition,cdkn1a
MicroRNAs in cancer,mir125a*mir125b1*mir125b2,inhibition,kras
MicroRNAs in cancer,mir17*mir18a*mir19a*mir19b1*mir19b2*mir20a*mir92a1*mir92a2,inhibition,pten
MicroRNAs in cancer,mir449a,inhibition,hdac1*hdac2
MicroRNAs in cancer,mir210,inhibition,e2f3
MicroRNAs in cancer,mir145,inhibition,prkca*prkcb*prkcg
MicroRNAs in cancer,mir101-1*mir101-2,inhibition,ezh2
MicroRNAs in cancer,mir122,inhibition,slc7a1
MicroRNAs in cancer,mir19a,inhibition,thbs1
MicroRNAs in cancer,mir195,inhibition,fgfr3
MicroRNAs in cancer,mir23a,inhibition,gls2*gls
MicroRNAs in cancer,mir122,inhibition,ccng1
MicroRNAs in cancer,mir195,inhibition,raf1
MicroRNAs in cancer,mir122,inhibition,hmox1
MicroRNAs in cancer,mirlet7a1*mirlet7a2*mirlet7a3*mirlet7b*mirlet7d*mirlet7e*mirlet7f1*mirlet7f2*mirlet7g*mirlet7i,inhibition,igf2bp1
MicroRNAs in cancer,mir195,inhibition,prkca*prkcb*prkcg
MicroRNAs in cancer,mir34a,inhibition,sirt1
MicroRNAs in cancer,mir221,inhibition,pten
MicroRNAs in cancer,mir223,inhibition,stmn1
MicroRNAs in cancer,mirlet7a1*mirlet7a2*mirlet7a3*mirlet7b*mirlet7d*mirlet7e*mirlet7f1*mirlet7f2*mirlet7g*mirlet7i,inhibition,trim71
MicroRNAs in cancer,mir195,inhibition,map2k1*map2k2
MicroRNAs in cancer,mir15a,inhibition,bcl2
MicroRNAs in cancer,mir222,inhibition,pten
MicroRNAs in cancer,mirlet7c,inhibition,stat3
MicroRNAs in cancer,mir195,inhibition,mapk1*mapk3
MicroRNAs in cancer,mir15a,inhibition,ccnd1
MicroRNAs in cancer,mir221,inhibition,timp3
MicroRNAs in cancer,mirlet7c,inhibition,myc
MicroRNAs in cancer,mir195,inhibition,sos1*sos2
MicroRNAs in cancer,mir15a,inhibition,wnt3*wnt3a
MicroRNAs in cancer,mir222,inhibition,timp3
MicroRNAs in cancer,mirlet7c,inhibition,casp3
MicroRNAs in cancer,mir143,inhibition,kras
MicroRNAs in cancer,mir195,inhibition,grb2
MicroRNAs in cancer,mir330,inhibition,e2f1
MicroRNAs in cancer,mirlet7a1*mirlet7a2*mirlet7a3*mirlet7b*mirlet7d*mirlet7e*mirlet7f1*mirlet7f2*mirlet7g*mirlet7i,inhibition,kras
MicroRNAs in cancer,mirlet7c,inhibition,hras*kras*nras
MicroRNAs in cancer,mir34b,inhibition,met
MicroRNAs in cancer,mir7-1*mir7-2*mir7-3,inhibition,prkca*prkcb*prkcg
MicroRNAs in cancer,mir331,inhibition,cdca5
MicroRNAs in cancer,mirlet7a1*mirlet7a2*mirlet7a3*mirlet7b*mirlet7d*mirlet7e*mirlet7f1*mirlet7f2*mirlet7g*mirlet7i,inhibition,cdk6
MicroRNAs in cancer,mirlet7c,inhibition,hmga2
MicroRNAs in cancer,mir34b,inhibition,notch1*notch2*notch3*notch4
MicroRNAs in cancer,mir7-1*mir7-2*mir7-3,inhibition,shc1
MicroRNAs in cancer,mir331,inhibition,kif23
MicroRNAs in cancer,mirlet7a1*mirlet7a2*mirlet7a3*mirlet7b*mirlet7d*mirlet7e*mirlet7f1*mirlet7f2*mirlet7g*mirlet7i,inhibition,cdc25a*cdc25b*cdc25c
MicroRNAs in cancer,mir152,inhibition,dnmt1
MicroRNAs in cancer,mir34b,inhibition,cdk6
MicroRNAs in cancer,mir30a*mir30b*mir30c1*mir30c2*mir30d*mir30e,inhibition,prkca*prkcb*prkcg
MicroRNAs in cancer,mir331,inhibition,erbb2
MicroRNAs in cancer,mir125a*mir125b1*mir125b2,inhibition,erbb2
MicroRNAs in cancer,mir129-1*mir129-2,inhibition,prkca*prkcb*prkcg
MicroRNAs in cancer,mirlet7a1*mirlet7a2*mirlet7a3*mirlet7b*mirlet7d*mirlet7e*mirlet7f1*mirlet7f2*mirlet7g*mirlet7i,inhibition,mir107
MicroRNAs in cancer,mir9-1*mir9-2*mir9-3,inhibition,nfkb1
MicroRNAs in cancer,mir129-1*mir129-2,inhibition,grb2
MicroRNAs in cancer,mir520c,inhibition,cd44
MicroRNAs in cancer,mir199a1*mir199a2,inhibition,ikbkb
MicroRNAs in cancer,mir30a*mir30b*mir30c1*mir30c2*mir30d*mir30e,inhibition,plcg1*plcg2
MicroRNAs in cancer,mir146a,inhibition,rock1
MicroRNAs in cancer,mir135a1*mir135a2*mir135b,inhibition,apc2*apc
MicroRNAs in cancer,mir15a*mir15b*mir16-1*mir16-2,inhibition,ccnd1*ccnd2*ccne1*ccne2
MicroRNAs in cancer,mir199a1*mir199a2,inhibition,ptgs2
MicroRNAs in cancer,mir30a*mir30b*mir30c1*mir30c2*mir30d*mir30e,inhibition,pdgfa
MicroRNAs in cancer,mir205,inhibition,zeb2
MicroRNAs in cancer,mir126,inhibition,crk*crkl
MicroRNAs in cancer,mir129-1*mir129-2,inhibition,shc4
MicroRNAs in cancer,mir205,inhibition,erbb3
MicroRNAs in cancer,mir1-1*mir1-2,inhibition,hdac5*hdac4
MicroRNAs in cancer,mir21,inhibition,spry2
MicroRNAs in cancer,mir143,inhibition,prkca*prkcb*prkcg
MicroRNAs in cancer,mir205,inhibition,prkce
MicroRNAs in cancer,mir1-1*mir1-2,inhibition,foxp1
MicroRNAs in cancer,mir21,inhibition,hnrnpk
MicroRNAs in cancer,mir10a*mir10b,inhibition,rassf1
MicroRNAs in cancer,mir143,inhibition,sos1*sos2
MicroRNAs in cancer,mir126,inhibition,slc45a3
MicroRNAs in cancer,mir1-1*mir1-2,inhibition,pim1
MicroRNAs in cancer,mir21,inhibition,tp63
MicroRNAs in cancer,mir10a*mir10b,inhibition,mapk1*mapk3
MicroRNAs in cancer,mir143,inhibition,pdgfb
MicroRNAs in cancer,mir17,inhibition,vim
MicroRNAs in cancer,mir1-1*mir1-2,inhibition,met
MicroRNAs in cancer,mir10a*mir10b,inhibition,prkca*prkcb*prkcg
MicroRNAs in cancer,mir143,inhibition,pdgfrb
MicroRNAs in cancer,mir143,inhibition,mapk7
MicroRNAs in cancer,mir29a*mir29b1*mir29b2*mir29c,inhibition,dnmt3a*dnmt3b
MicroRNAs in cancer,mir26a1*mir26a2,inhibition,pten
MicroRNAs in cancer,mir10a*mir10b,inhibition,grb2
MicroRNAs in cancer,mir133a1*mir133a2*mir133b,inhibition,mcl1
MicroRNAs in cancer,mir10a*mir10b,inhibition,fgfr3
MicroRNAs in cancer,mir143,inhibition,raf1
MicroRNAs in cancer,mir133a1*mir133a2*mir133b,inhibition,bcl2l2
MicroRNAs in cancer,mir21,inhibition,reck
MicroRNAs in cancer,mir23a,inhibition,mapk1*mapk3
MicroRNAs in cancer,mir30a*mir30b*mir30c1*mir30c2*mir30d*mir30e,inhibition,atm
MicroRNAs in cancer,mir145,inhibition,egfr
MicroRNAs in cancer,mir21,inhibition,timp3
MicroRNAs in cancer,mir23a,inhibition,fgfr3
MicroRNAs in cancer,mir30a*mir30b*mir30c1*mir30c2*mir30d*mir30e,inhibition,tp53
MicroRNAs in cancer,mir103b1*mir103b2*mir103a1*mir103a2,inhibition,rps6ka5
MicroRNAs in cancer,mir125a*mir125b1*mir125b2,inhibition,cdkn2a
MicroRNAs in cancer,mir145,inhibition,irs1
MicroRNAs in cancer,mir103b1*mir103b2*mir103a1*mir103a2,inhibition,prkca*prkcb*prkcg
MicroRNAs in cancer,mir125a*mir125b1*mir125b2,inhibition,tp53
MicroRNAs in cancer,mir126,inhibition,vegfa
MicroRNAs in cancer,mir126,inhibition,p3r3urf-pik3r3*pik3r1*pik3r2*pik3r3
MicroRNAs in cancer,mir103b1*mir103b2*mir103a1*mir103a2,inhibition,fgfr3
MicroRNAs in cancer,mir143,inhibition,atm
MicroRNAs in cancer,mir200c,inhibition,zeb1
MicroRNAs in cancer,mir21,inhibition,atm
MicroRNAs in cancer,mir143,inhibition,tp53
MicroRNAs in cancer,mir141,inhibition,tgfb2
MicroRNAs in cancer,mir18a,inhibition,kras
MicroRNAs in cancer,mir223,inhibition,tp53
MicroRNAs in cancer,mir129-1*mir129-2,inhibition,mdm4
MicroRNAs in cancer,mir183,inhibition,ezr
MicroRNAs in cancer,mir10a*mir10b,inhibition,atm
MicroRNAs in cancer,mir129-1*mir129-2,inhibition,atm
MicroRNAs in cancer,mir125a*mir125b1*mir125b2,inhibition,egfr
MicroRNAs in cancer,mir143,inhibition,dnmt3a
MicroRNAs in cancer,mir10a*mir10b,inhibition,mdm2*mdm4
MicroRNAs in cancer,mir20a,inhibition,e2f1
MicroRNAs in cancer,mir221,inhibition,atm
MicroRNAs in cancer,mir20a,inhibition,e2f2
MicroRNAs in cancer,mir126,inhibition,pik3ca*pik3cb*pik3cd
MicroRNAs in cancer,mir221,inhibition,mdm2
MicroRNAs in cancer,mir20a,inhibition,e2f3
MicroRNAs in cancer,mir99a,inhibition,fgfr3
MicroRNAs in cancer,mir100,inhibition,fgfr3
MicroRNAs in cancer,mir106b,inhibition,e2f1
MicroRNAs in cancer,mir221,inhibition,ddit4
MicroRNAs in cancer,mir221,inhibition,bmf
MicroRNAs in cancer,mir107,inhibition,dicer1
Mineral absorption,c01673,binding/association,vdr
Mineral absorption,slc40a1,binding/association,hephl1*heph
Mineral absorption,c14819,binding/association,tf
Mineral absorption,c00070,binding/association,hsa:107984936*mt1a*mt1b*mt1e*mt1f*mt1g*mt1h*mt1m*mt1x*mt2a*mt1hl1
Mineral absorption,c00070,binding/association,atox1
Mineral absorption,vdr,expression,slc8a2*slc8a1*slc8a3
Mineral absorption,vdr,expression,slc34a2*slc34a3*slc34a1
Mineral absorption,vdr,expression,trpv6
Mineral absorption,vdr,expression,s100g
Mineral absorption,vdr,expression,atp2b1*atp2b2*atp2b3*atp2b4
Mineral absorption,hsa:107984936*mt1a*mt1b*mt1e*mt1f*mt1g*mt1h*mt1m*mt1x*mt2a*mt1hl1,binding/association,c00038
Mineral absorption,s100g,dissociation,c00076
Mineral absorption,c00076,binding/association,s100g
MInositol phosphate metabolism,plcd3*plch1*plcb1*plce1*plcb2*plcb3*plcb4*plcd1*plcg1*plcg2*plcd4*plcz1*plch2,compound,pik3ca*pik3cb*pik3cd*pik3cg
MInositol phosphate metabolism,pip4k2a*pip4k2c*pip4k2b,compound,pten
MInositol phosphate metabolism,inpp5j*inpp5a*inpp5k,compound,inpp1
MInositol phosphate metabolism,itpk1,compound,inpp1
MInositol phosphate metabolism,pik3ca*pik3cb*pik3cd*pik3cg,compound,pip5kl1*pip5k1c*pip5k1a*pip5k1b
MInositol phosphate metabolism,pik3ca*pik3cb*pik3cd*pik3cg,compound,inpp5b*ocrl*inpp5e*synj1*synj2
MInositol phosphate metabolism,ipmk,compound,inpp5j*inpp5a*inpp5k
MInositol phosphate metabolism,tpi1,compound,
MInositol phosphate metabolism,impa1*impa2,compound,mtm1
MInositol phosphate metabolism,inpp5d*inppl1,compound,pik3c2a*pik3c2b*pik3c2g
MInositol phosphate metabolism,impa1*impa2,compound,inpp4a*inpp4b
MInositol phosphate metabolism,impa1*impa2,compound,isyna1
MInositol phosphate metabolism,impa1*impa2,compound,inpp1
MInositol phosphate metabolism,impa1*impa2,compound,cdipt
MInositol phosphate metabolism,impa1*impa2,compound,miox
MInositol phosphate metabolism,pik3ca*pik3cb*pik3cd*pik3cg,compound,inpp5d*inppl1
MInositol phosphate metabolism,pip5kl1*pip5k1c*pip5k1a*pip5k1b,compound,pik3c2a*pik3c2b*pik3c2g
MInositol phosphate metabolism,miox,compound,
MInositol phosphate metabolism,miox,compound,cdipt
MInositol phosphate metabolism,,compound,cdipt
MInositol phosphate metabolism,,compound,pi4ka*pi4kb*pi4k2b*pi4k2a
MInositol phosphate metabolism,,compound,pik3c3
MInositol phosphate metabolism,,compound,mtm1*mtmr8*mtmr14*mtmr1*mtmr3*mtmr2*mtmr6*mtmr7*mtmr4
MInositol phosphate metabolism,,compound,aldh6a1
MInositol phosphate metabolism,,compound,inpp5f*sacm1l
MInositol phosphate metabolism,mtm1*mtmr8*mtmr14*mtmr1*mtmr3*mtmr2*mtmr6*mtmr7*mtmr4,compound,fig4
MInositol phosphate metabolism,inpp5f*sacm1l,compound,cdipt
MInositol phosphate metabolism,fig4,compound,pik3c3
MInositol phosphate metabolism,cdipt,compound,mtm1*mtmr8*mtmr14*mtmr1*mtmr3*mtmr2*mtmr6*mtmr7*mtmr4
MInositol phosphate metabolism,pik3c3,compound,inpp5f*sacm1l
MInositol phosphate metabolism,mtm1*mtmr8*mtmr14*mtmr1*mtmr3*mtmr2*mtmr6*mtmr7*mtmr4,compound,inpp4a*inpp4b
MInositol phosphate metabolism,mtm1*mtmr8*mtmr14*mtmr1*mtmr3*mtmr2*mtmr6*mtmr7*mtmr4,compound,pip4k2a*pip4k2c*pip4k2b
MInositol phosphate metabolism,mtm1*mtmr8*mtmr14*mtmr1*mtmr3*mtmr2*mtmr6*mtmr7*mtmr4,compound,inpp5f*sacm1l
MInositol phosphate metabolism,inpp5f*sacm1l,compound,pip5kl1*pip5k1c*pip5k1a*pip5k1b
MInositol phosphate metabolism,inpp5f*sacm1l,compound,inpp5b*ocrl*inpp5e*synj1*synj2
MInositol phosphate metabolism,pip4k2a*pip4k2c*pip4k2b,compound,inpp5b*ocrl*inpp5e*synj1*synj2
MInositol phosphate metabolism,inpp5f*sacm1l,compound,pik3c2a*pik3c2b*pik3c2g
MInositol phosphate metabolism,inpp5b*ocrl*inpp5e*synj1*synj2,compound,pik3c2a*pik3c2b*pik3c2g
MInositol phosphate metabolism,pik3c2a*pik3c2b*pik3c2g,compound,inpp4a*inpp4b
MInositol phosphate metabolism,pik3c2a*pik3c2b*pik3c2g,compound,pi4ka*pi4kb*pi4k2b*pi4k2a
MInositol phosphate metabolism,inpp4a*inpp4b,compound,pik3c3
MInositol phosphate metabolism,inpp4a*inpp4b,compound,inpp1
MInositol phosphate metabolism,pik3c3,compound,cdipt
MInositol phosphate metabolism,inpp1,compound,inpp5j*inpp5a*inpp5k
MInositol phosphate metabolism,cdipt,compound,pi4ka*pi4kb*pi4k2b*pi4k2a
MInositol phosphate metabolism,inpp5j*inpp5a*inpp5k,compound,itpk1
MInositol phosphate metabolism,inpp5j*inpp5a*inpp5k,compound,minpp1
MInositol phosphate metabolism,inpp5j*inpp5a*inpp5k,compound,itpka*itpkb*itpkc
MInositol phosphate metabolism,minpp1,compound,inpp5j*inpp5a*inpp5k
MInositol phosphate metabolism,minpp1,compound,itpk1
MInositol phosphate metabolism,itpka*itpkb*itpkc,compound,itpk1
MInositol phosphate metabolism,itpka*itpkb*itpkc,compound,inpp5j*inpp5a*inpp5k
MInositol phosphate metabolism,itpk1,compound,itpk1
MInositol phosphate metabolism,itpk1,compound,ipmk
MInositol phosphate metabolism,ipmk,compound,ipmk
MInositol phosphate metabolism,ipmk,compound,ippk
MInositol phosphate metabolism,ipmk,compound,itpk1
MInositol phosphate metabolism,ipmk,compound,itpka*itpkb*itpkc
MInositol phosphate metabolism,ipmk,compound,minpp1
MInositol phosphate metabolism,ipmk,compound,plcd3*plch1*plcb1*plce1*plcb2*plcb3*plcb4*plcd1*plcg1*plcg2*plcd4*plcz1*plch2
MInositol phosphate metabolism,ippk,compound,itpk1
MInositol phosphate metabolism,plcd3*plch1*plcb1*plce1*plcb2*plcb3*plcb4*plcd1*plcg1*plcg2*plcd4*plcz1*plch2,compound,pip5kl1*pip5k1c*pip5k1a*pip5k1b
MInositol phosphate metabolism,plcd3*plch1*plcb1*plce1*plcb2*plcb3*plcb4*plcd1*plcg1*plcg2*plcd4*plcz1*plch2,compound,inpp5b*ocrl*inpp5e*synj1*synj2
MInositol phosphate metabolism,plcd3*plch1*plcb1*plce1*plcb2*plcb3*plcb4*plcd1*plcg1*plcg2*plcd4*plcz1*plch2,compound,inpp5j*inpp5a*inpp5k
MInositol phosphate metabolism,plcd3*plch1*plcb1*plce1*plcb2*plcb3*plcb4*plcd1*plcg1*plcg2*plcd4*plcz1*plch2,compound,minpp1
MInositol phosphate metabolism,plcd3*plch1*plcb1*plce1*plcb2*plcb3*plcb4*plcd1*plcg1*plcg2*plcd4*plcz1*plch2,compound,itpka*itpkb*itpkc
MInositol phosphate metabolism,plcd3*plch1*plcb1*plce1*plcb2*plcb3*plcb4*plcd1*plcg1*plcg2*plcd4*plcz1*plch2,compound,pip4k2a*pip4k2c*pip4k2b
MInositol phosphate metabolism,plcd3*plch1*plcb1*plce1*plcb2*plcb3*plcb4*plcd1*plcg1*plcg2*plcd4*plcz1*plch2,compound,pten
MInositol phosphate metabolism,pip4k2a*pip4k2c*pip4k2b,compound,pik3ca*pik3cb*pik3cd*pik3cg
MInositol phosphate metabolism,pip4k2a*pip4k2c*pip4k2b,compound,pip5kl1*pip5k1c*pip5k1a*pip5k1b
MInositol phosphate metabolism,pten,compound,pip5kl1*pip5k1c*pip5k1a*pip5k1b
MInositol phosphate metabolism,pten,compound,inpp5b*ocrl*inpp5e*synj1*synj2
MInositol phosphate metabolism,pten,compound,inpp5d*inppl1
MInositol phosphate metabolism,pip5kl1*pip5k1c*pip5k1a*pip5k1b,compound,pi4ka*pi4kb*pi4k2b*pi4k2a
MInositol phosphate metabolism,inpp5b*ocrl*inpp5e*synj1*synj2,compound,pi4ka*pi4kb*pi4k2b*pi4k2a
MInositol phosphate metabolism,inpp5d*inppl1,compound,inpp4a*inpp4b
MInositol phosphate metabolism,inpp4a*inpp4b,compound,fig4
MInositol phosphate metabolism,fig4,compound,mtm1*mtmr8*mtmr14*mtmr1*mtmr3*mtmr2*mtmr6*mtmr7*mtmr4
MInositol phosphate metabolism,mtm1*mtmr8*mtmr14*mtmr1*mtmr3*mtmr2*mtmr6*mtmr7*mtmr4,compound,pikfyve
MInositol phosphate metabolism,pikfyve,compound,inpp4a*inpp4b
MInositol phosphate metabolism,pikfyve,compound,mtm1*mtmr8*mtmr14*mtmr1*mtmr3*mtmr2*mtmr6*mtmr7*mtmr4
MInositol phosphate metabolism,pikfyve,compound,pik3c3
MInositol phosphate metabolism,inpp4a*inpp4b,compound,isyna1
MInositol phosphate metabolism,mtm1*mtmr8*mtmr14*mtmr1*mtmr3*mtmr2*mtmr6*mtmr7*mtmr4,compound,pi4ka*pi4kb*pi4k2b*pi4k2a
MInositol phosphate metabolism,pik3c3,compound,pi4ka*pi4kb*pi4k2b*pi4k2a
MMucin type O-glycan biosynthesis,st3gal1*st3gal2,compound,c1galt1c1*c1galt1*c1galt1c1l
MMucin type O-glycan biosynthesis,st6galnac2*st6galnac1,compound,b3gnt3
MMucin type O-glycan biosynthesis,st6galnac1,compound,poc1b-galnt4*galnt6*galnt5*galnt13*galnt15*galntl5*galnt1*galnt2*galnt3*galnt8*galnt18*galntl6*galnt9*galnt7*galnt10*galnt16*galnt11*galnt17*galnt14*galnt12*galnt4
MMucin type O-glycan biosynthesis,b3gnt6,compound,poc1b-galnt4*galnt6*galnt5*galnt13*galnt15*galntl5*galnt1*galnt2*galnt3*galnt8*galnt18*galntl6*galnt9*galnt7*galnt10*galnt16*galnt11*galnt17*galnt14*galnt12*galnt4
MMucin type O-glycan biosynthesis,gcnt1,compound,poc1b-galnt4*galnt6*galnt5*galnt13*galnt15*galntl5*galnt1*galnt2*galnt3*galnt8*galnt18*galntl6*galnt9*galnt7*galnt10*galnt16*galnt11*galnt17*galnt14*galnt12*galnt4
MMucin type O-glycan biosynthesis,st6galnac1,compound,c1galt1c1*c1galt1*c1galt1c1l
MMucin type O-glycan biosynthesis,st6galnac1,compound,b3gnt6
MMucin type O-glycan biosynthesis,gcnt1,compound,b3gnt6
MMucin type O-glycan biosynthesis,gcnt3,compound,b3gnt6
MMucin type O-glycan biosynthesis,poc1b-galnt4*galnt6*galnt5*galnt13*galnt15*galntl5*galnt1*galnt2*galnt3*galnt8*galnt18*galntl6*galnt9*galnt7*galnt10*galnt16*galnt11*galnt17*galnt14*galnt12*galnt4,compound,c1galt1c1*c1galt1*c1galt1c1l
MMucin type O-glycan biosynthesis,b3gnt6,compound,c1galt1c1*c1galt1*c1galt1c1l
MMucin type O-glycan biosynthesis,c1galt1c1*c1galt1*c1galt1c1l,compound,gcnt1*gcnt4*gcnt3
MMucin type O-glycan biosynthesis,c1galt1c1*c1galt1*c1galt1c1l,compound,b3gnt3
MMucin type O-glycan biosynthesis,b3gnt3,compound,gcnt1*gcnt4*gcnt3
MMucin type O-glycan biosynthesis,gcnt1,compound,st6galnac1
MMucin type O-glycan biosynthesis,gcnt1,compound,c1galt1c1*c1galt1*c1galt1c1l
MMucin type O-glycan biosynthesis,c1galt1c1*c1galt1*c1galt1c1l,compound,st6galnac2*st6galnac1
MMucin type O-glycan biosynthesis,st6galnac2*st6galnac1,compound,st3gal1*st3gal2
MMucin type O-glycan biosynthesis,st3gal1*st3gal2,compound,gcnt1*gcnt4*gcnt3
MMucin type O-glycan biosynthesis,st3gal1*st3gal2,compound,st6galnac2*st6galnac1
MMucin type O-glycan biosynthesis,st3gal1*st3gal2,compound,b3gnt3
MMucin type O-glycan biosynthesis,st3gal1*st3gal2,compound,st6galnac3*st6galnac4
MMucin type O-glycan biosynthesis,st6galnac2*st6galnac1,compound,gcnt1*gcnt4*gcnt3
MMucin type O-glycan biosynthesis,gcnt1,compound,b4galt5
MMucin type O-glycan biosynthesis,gcnt1*gcnt4*gcnt3,compound,
MNitrogen metabolism,cps1,compound,
MNitrogen metabolism,cps1,compound,glud1*glud2
MNitrogen metabolism,cps1,compound,glul
MNitrogen metabolism,glud1*glud2,compound,glul
MNitrogen metabolism,glud1*glud2,compound,
Morphine addiction,dr:d00842*dr:d02271*dr:d08233*dr:d08234,activation,oprm1
Morphine addiction,prkca*prkcb*prkcg,activation$phosphorylation,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8
Morphine addiction,grk2*grk3*grk4*grk5*grk6,activation$phosphorylation,oprm1
Morphine addiction,prkca*prkcb*prkcg,activation,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4
Morphine addiction,c00212,activation,adora1
Morphine addiction,arrb1*arrb2,binding/association,oprm1
Morphine addiction,c00334,activation,gabrr3*gabra1*gabra2*gabra3*gabra4*gabra5*gabra6*gabrb1*gabrb2*gabrb3*gabrd*gabre*gabrg1*gabrg2*gabrg3*gabrp*gabrr1*gabrr2*gabrq
Morphine addiction,c00334,activation,gabbr1*gabbr2
Morphine addiction,c03758,activation,drd1
Morphine addiction,gabbr1*gabbr2,activation,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8
Morphine addiction,oprm1,activation,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8
Morphine addiction,oprm1,activation,gnas
Morphine addiction,drd1,activation,gnas
Morphine addiction,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,inhibition,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4
Morphine addiction,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4
Morphine addiction,gnas,activation,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4
Morphine addiction,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4,activation,c00575
Morphine addiction,c00575,activation,prkaca*prkacb*prkacg
Morphine addiction,prkaca*prkacb*prkacg,activation$phosphorylation,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8
Morphine addiction,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,kcnj3*kcnj5*kcnj6*kcnj9
Morphine addiction,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,inhibition,cacna1a*cacna1b
Morphine addiction,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,kcnj6
