pathway,source,interactiontype,target
NChemical carcinogenesis - receptor activation,MAP2K1*MAP2K2,activation$phosphorylation,MAPK1*MAPK3
NChemical carcinogenesis - receptor activation,FOS*JUN*VDR*ESR1*ESR2,expression,CCND3
NChemical carcinogenesis - receptor activation,AKT3*AKT1*AKT2,activation$phosphorylation,ESR1*ESR2
NChemical carcinogenesis - receptor activation,PGR,expression,CCND1
NChemical carcinogenesis - receptor activation,RAF1,activation$phosphorylation,MAP2K1*MAP2K2
NChemical carcinogenesis - receptor activation,C00745,activation,CHRNA7*CHRFAM7A
NChemical carcinogenesis - receptor activation,PGR,expression,TNFSF11
NChemical carcinogenesis - receptor activation,MAP2K1*MAP2K2,activation$phosphorylation,MAPK1*MAPK3
NChemical carcinogenesis - receptor activation,PGR,expression,STAT5A*STAT5B
NChemical carcinogenesis - receptor activation,MAPK1*MAPK3,activation$phosphorylation,ESR1*ESR2
NChemical carcinogenesis - receptor activation,RAF1,activation$phosphorylation,MAP2K1*MAP2K2
NChemical carcinogenesis - receptor activation,MAP2K1*MAP2K2,activation$phosphorylation,MAPK1*MAPK3
NChemical carcinogenesis - receptor activation,MTOR,inhibition$phosphorylation,EIF4EBP1
NChemical carcinogenesis - receptor activation,AR,repression,MIRLET7A1*MIRLET7A2*MIRLET7A3*MIRLET7B*MIRLET7D*MIRLET7E*MIRLET7F1*MIRLET7F2*MIRLET7G*MIRLET7I
NChemical carcinogenesis - receptor activation,PGR,repression,MIR141
NChemical carcinogenesis - receptor activation,PGR,repression,MIR29A*MIR29B1*MIR29B2*MIR29C
NChemical carcinogenesis - receptor activation,MAPK1*MAPK3,activation,BCL2
NChemical carcinogenesis - receptor activation,PRKACA*PRKACB*PRKACG,activation$phosphorylation,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5
NChemical carcinogenesis - receptor activation,AKT3*AKT1*AKT2,inhibition$phosphorylation,BAD
NChemical carcinogenesis - receptor activation,MTOR,activation$phosphorylation,RPS6KB1*RPS6KB2
NChemical carcinogenesis - receptor activation,AKT3*AKT1*AKT2,activation$indirect effect,MTOR
NChemical carcinogenesis - receptor activation,C00780,activation$indirect effect,PRKCA*PRKCB*PRKCG
NChemical carcinogenesis - receptor activation,C15995,activation$indirect effect,PRKCA*PRKCB*PRKCG
NChemical carcinogenesis - receptor activation,MIR141,inhibition,STAT5A*STAT5B
NChemical carcinogenesis - receptor activation,MIR29A*MIR29B1*MIR29B2*MIR29C,inhibition,KLF4
NChemical carcinogenesis - receptor activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation,C05981
NChemical carcinogenesis - receptor activation,C05981,activation,AKT3*AKT1*AKT2
NChemical carcinogenesis - receptor activation,AKT3*AKT1*AKT2,activation,MTOR
NChemical carcinogenesis - receptor activation,AKT3*AKT1*AKT2,activation,NFKB1*RELA
NChemical carcinogenesis - receptor activation,AKT3*AKT1*AKT2,activation,BIRC5
NChemical carcinogenesis - receptor activation,C00076,activation,HRAS*KRAS*NRAS
NChemical carcinogenesis - receptor activation,HRAS*KRAS*NRAS,activation,RAF1
NChemical carcinogenesis - receptor activation,MAPK1*MAPK3,activation,FOS
NChemical carcinogenesis - receptor activation,MAPK1*MAPK3,activation,JUN
NChemical carcinogenesis - receptor activation,MAPK1*MAPK3,activation,MYC
NChemical carcinogenesis - receptor activation,PRKCA*PRKCB*PRKCG,activation,RAF1
NChemical carcinogenesis - receptor activation,C00788,activation,ADRB1*ADRB2*ADRB3
NChemical carcinogenesis - receptor activation,C00547,activation,ADRB1*ADRB2*ADRB3
NChemical carcinogenesis - receptor activation,C00745,activation,ADRB1*ADRB2*ADRB3
NChemical carcinogenesis - receptor activation,C16453,activation,ADRB1*ADRB2*ADRB3
NChemical carcinogenesis - receptor activation,ADRB1*ADRB2*ADRB3,activation,GNAS
NChemical carcinogenesis - receptor activation,GNAS,activation,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4
NChemical carcinogenesis - receptor activation,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4,activation,C00575
NChemical carcinogenesis - receptor activation,C00575,activation,PRKACA*PRKACB*PRKACG
NChemical carcinogenesis - receptor activation,ADRB1*ADRB2*ADRB3,activation,GNAI1*GNAI2*GNAI3
NChemical carcinogenesis - receptor activation,GNAI1*GNAI2*GNAI3,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NChemical carcinogenesis - receptor activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation,C05981
NChemical carcinogenesis - receptor activation,C05981,activation,AKT3*AKT1*AKT2
NChemical carcinogenesis - receptor activation,C00745,activation,CHRNA9
NChemical carcinogenesis - receptor activation,C16453,activation,CHRNA9
NChemical carcinogenesis - receptor activation,CHRNA9,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NChemical carcinogenesis - receptor activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation,RPS6KA6*RPS6KA1*RPS6KA2*RPS6KA3
NChemokine signaling pathway,FGR*HCK*LYN*SRC,activation,SHC2*SHC4*SHC3*SHC1
NChemokine signaling pathway,PLCB1*PLCB2*PLCB3*PLCB4*PLCG1*PLCG2,activation,C01245
NChemokine signaling pathway,VAV3*VAV1*VAV2,activation$indirect effect,CDC42
NChemokine signaling pathway,SHC2*SHC4*SHC3*SHC1,binding/association,GRB2
NChemokine signaling pathway,C00076,activation$indirect effect,RASGRP2
NChemokine signaling pathway,CDC42,activation,PAK1
NChemokine signaling pathway,GRB2,binding/association,SOS1*SOS2
NChemokine signaling pathway,RASGRP2,activation,RAP1A*RAP1B
NChemokine signaling pathway,CDC42,activation,WAS
NChemokine signaling pathway,SOS1*SOS2,activation$indirect effect,HRAS*KRAS*NRAS
NChemokine signaling pathway,RAP1A*RAP1B,activation$indirect effect,CDC42
NChemokine signaling pathway,VAV3*VAV1*VAV2,activation,RHOA
NChemokine signaling pathway,GNB5*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,activation,PLCB1*PLCB2*PLCB3*PLCB4*PLCG1*PLCG2
NChemokine signaling pathway,HRAS*KRAS*NRAS,activation,RAF1*BRAF
NChemokine signaling pathway,CDC42,activation,PRKCZ*PARD3*TIAM1
NChemokine signaling pathway,RHOA,activation,ROCK1*ROCK2
NChemokine signaling pathway,RAF1*BRAF,activation$phosphorylation,MAP2K1
NChemokine signaling pathway,TIAM1,activation,RAC1*RAC2*RAC3
NChemokine signaling pathway,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,compound$activation,PREX1
NChemokine signaling pathway,MAP2K1,activation$phosphorylation,MAPK1*MAPK3
NChemokine signaling pathway,C00076,activation,PRKCB*PRKCD
NChemokine signaling pathway,PREX1,activation,RAC1*RAC2*RAC3
NChemokine signaling pathway,FGR*HCK*LYN*SRC,activation$phosphorylation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NChemokine signaling pathway,PLCB1*PLCB2*PLCB3*PLCB4*PLCG1*PLCG2,compound$activation,PRKCB*PRKCD
NChemokine signaling pathway,GNB5*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,activation,PREX1
NChemokine signaling pathway,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation$indirect effect,HRAS*KRAS*NRAS
NChemokine signaling pathway,C00165,activation$indirect effect,RASGRP2
NChemokine signaling pathway,GNB5*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NChemokine signaling pathway,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation$indirect effect,PRKCZ
NChemokine signaling pathway,PRKCB*PRKCD,activation$indirect effect,NCF1
NChemokine signaling pathway,FGR*HCK*LYN*SRC,activation$phosphorylation,DOCK2*ELMO1
NChemokine signaling pathway,CCL26*CXCL13*CCL27*CXCL1*CXCL2*CXCL3*CXCL8*CXCL10*CCL4L1*CCL3L3*CXCL9*PF4*PF4V1*PPBP*CCL28*CXCL16*CCL1*CCL2*CCL3*CCL3L1*CCL4*CCL5*CCL7*CCL8*CCL11*CCL13*CCL14*CCL15*CCL16*CCL17*CCL18*CCL19*CCL20*CCL21*CCL22*CCL23*CCL24*CCL25*CXCL6*CXCL11*CXCL5*XCL1*CX3CL1*CXCL12*XCL2*CXCL14*CCL4L2,activation$binding/association,CXCR6*CCR9*CCR1*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CX3CR1*CCR10*XCR1*CXCR3*CXCR1*CXCR2*CXCR5*CCR2*CXCR4
NChemokine signaling pathway,PRKCZ,activation,MAPK1*MAPK3
NChemokine signaling pathway,ARRB1*ARRB2,binding/association,CXCR6*CCR9*CCR1*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CX3CR1*CCR10*XCR1*CXCR3*CXCR1*CXCR2*CXCR5*CCR2*CXCR4
NChemokine signaling pathway,DOCK2*ELMO1,activation,RAC1*RAC2*RAC3
NChemokine signaling pathway,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,compound$activation,AKT3*AKT1*AKT2
NChemokine signaling pathway,GRK7*GRK2*GRK3*GRK4*GRK5*GRK6*GRK1,phosphorylation,CXCR6*CCR9*CCR1*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CX3CR1*CCR10*XCR1*CXCR3*CXCR1*CXCR2*CXCR5*CCR2*CXCR4
NChemokine signaling pathway,FGR*HCK*LYN*SRC,activation$phosphorylation,PTK2B
NChemokine signaling pathway,AKT3*AKT1*AKT2,phosphorylation$indirect effect,CHUK*IKBKB*IKBKG
NChemokine signaling pathway,AKT3*AKT1*AKT2,inhibition$phosphorylation,FOXO3
NChemokine signaling pathway,PTK2B,binding/association,PXN
NChemokine signaling pathway,CHUK*IKBKB*IKBKG,phosphorylation,NFKBIA*NFKBIB
NChemokine signaling pathway,PRKCB*PRKCD,activation$indirect effect,PTK2B
NChemokine signaling pathway,PTK2B,binding/association,CRK*CRKL
NChemokine signaling pathway,NFKBIA*NFKBIB,dissociation,NFKB1*RELA
NChemokine signaling pathway,PTK2B,activation,CRK*CRKL*PTK2*PXN*BCAR1
NChemokine signaling pathway,FGR*HCK*LYN*SRC,activation$phosphorylation,PTK2
NChemokine signaling pathway,AKT3*AKT1*AKT2,inhibition$phosphorylation,GSK3A*GSK3B
NChemokine signaling pathway,CXCR6*CCR9*CCR1*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CX3CR1*CCR10*XCR1*CXCR3*CXCR1*CXCR2*CXCR5*CCR2*CXCR4,activation,JAK2*JAK3
NChemokine signaling pathway,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation$phosphorylation,PTK2
NChemokine signaling pathway,FGR*HCK*LYN*SRC,activation,ITK
NChemokine signaling pathway,JAK2*JAK3,activation$phosphorylation,STAT1*STAT2*STAT3*STAT5B
NChemokine signaling pathway,PTK2,activation$phosphorylation,PXN
NChemokine signaling pathway,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation,ITK
NChemokine signaling pathway,CXCR6*CCR9*CCR1*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CX3CR1*CCR10*XCR1*CXCR3*CXCR1*CXCR2*CXCR5*CCR2*CXCR4,activation,GNAI1*GNAI2*GNAI3
NChemokine signaling pathway,PTK2,binding/association,BCAR1
NChemokine signaling pathway,ITK,activation,VAV3*VAV1*VAV2
NChemokine signaling pathway,GNAI1*GNAI2*GNAI3,inhibition,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4
NChemokine signaling pathway,BCAR1,binding/association,CRK*CRKL
NChemokine signaling pathway,VAV3*VAV1*VAV2,activation,RAC1*RAC2*RAC3
NChemokine signaling pathway,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4,compound$activation,PRKACA*PRKACB*PRKACG
NChemokine signaling pathway,GNAI1*GNAI2*GNAI3,dissociation,GNB5*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8
NChemokine signaling pathway,RAC1*RAC2*RAC3,activation$indirect effect,PAK1
NChemokine signaling pathway,GNAI1*GNAI2*GNAI3,activation,FGR*HCK*LYN*SRC
NCholesterol metabolism,VDAC1*VDAC2*VDAC3,binding/association,STAR
NCholesterol metabolism,TSPO,binding/association,VDAC1*VDAC2*VDAC3
NCholesterol metabolism,STARD3,binding/association,VAPB*VAPA
NCholesterol metabolism,NPC1,binding/association,OSBPL5
NCholesterol metabolism,APOA1,activation,LCAT
NCholesterol metabolism,SORT1,binding/association,APOB
NCholesterol metabolism,APOE,binding/association,LRP1*LRP2
NCholesterol metabolism,APOC1,activation,LCAT
NCholesterol metabolism,ABCA1,binding/association,APOA1
NCholesterol metabolism,APOC1,inhibition,CETP
NCholesterol metabolism,APOA1,binding/association,ABCA1
NCholesterol metabolism,LRPAP1,inhibition,LRP1*LRP2
NCholesterol metabolism,ABCA1,binding/association,APOA1
NCholesterol metabolism,ANGPTL3*ANGPTL4,inhibition,LPL
NCholesterol metabolism,CIDEB,binding/association,APOB
NCholesterol metabolism,APOC2,activation,LPL
NCholesterol metabolism,APOH,activation,LPL
NCholesterol metabolism,ANGPTL8,activation,ANGPTL3*ANGPTL4
NCholesterol metabolism,MYLIP,ubiquitination,LDLR
NCholesterol metabolism,LDLRAP1,binding/association,LDLR
NCholesterol metabolism,APOB,binding/association,SORT1
NCholesterol metabolism,APOB,binding/association,LDLR
NCholesterol metabolism,PCSK9,inhibition$binding/association,LDLR
NCholesterol metabolism,PCSK9,inhibition$binding/association,LDLR
NCholesterol metabolism,PCSK9,inhibition$binding/association,LDLR
NCholesterol metabolism,STARD3,binding/association,VDAC1*VDAC2*VDAC3
NCholesterol metabolism,VDAC1*VDAC2*VDAC3,binding/association,TSPO
NChronic myeloid leukemia,TP53,missing interaction,POLK
NChronic myeloid leukemia,TGFBR1*TGFBR2,activation$phosphorylation,SMAD3
NChronic myeloid leukemia,AKT3*AKT1*AKT2,inhibition$phosphorylation,BAD
NChronic myeloid leukemia,CRK*CRKL*CBL*CRK*CRKL,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NChronic myeloid leukemia,AKT3*AKT1*AKT2,inhibition$phosphorylation,CDKN1B
NChronic myeloid leukemia,ABL1*BCR,activation,GRB2
NChronic myeloid leukemia,MDM2,inhibition,TP53
NChronic myeloid leukemia,GRB2,activation,GAB2
NChronic myeloid leukemia,MDM2,inhibition,TP53
NChronic myeloid leukemia,GAB2,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NChronic myeloid leukemia,CDKN1A,inhibition,CCND1*CDK4*CDK6
NChronic myeloid leukemia,GAB2,activation,PTPN11
NChronic myeloid leukemia,SMAD4,binding/association,SMAD3
NChronic myeloid leukemia,GRB2,activation,SOS1*SOS2
NChronic myeloid leukemia,TP53,expression,CDKN1A
NChronic myeloid leukemia,SOS1*SOS2,activation,HRAS*KRAS*NRAS
NChronic myeloid leukemia,NFKB1*RELA,dissociation,NFKBIA
NChronic myeloid leukemia,HRAS*KRAS*NRAS,activation,ARAF*RAF1*BRAF
NChronic myeloid leukemia,E2F1*E2F2*E2F3,dissociation,RB1
NChronic myeloid leukemia,TGFB1*TGFB2*TGFB3,activation,TGFBR1*TGFBR2
NChronic myeloid leukemia,BAD,inhibition,BCL2L1
NChronic myeloid leukemia,MECOM,activation,HDAC1*HDAC2*CTBP1*CTBP2
NChronic myeloid leukemia,ABL1*BCR,indirect effect,MYC
NChronic myeloid leukemia,MECOM*RUNX1,activation,HDAC1*HDAC2*CTBP1*CTBP2
NChronic myeloid leukemia,ABL1*BCR,activation,STAT5A*STAT5B
NChronic myeloid leukemia,ABL1*BCR,activation$phosphorylation,CRK*CRKL*CBL*CRK*CRKL
NChronic myeloid leukemia,STAT5A*STAT5B,expression,BCL2L1
NChronic myeloid leukemia,AKT3*AKT1*AKT2,activation$phosphorylation,CHUK*IKBKB*IKBKG
NChronic myeloid leukemia,CDKN2A,missing interaction,MDM2
NChronic myeloid leukemia,CHUK*IKBKB*IKBKG,activation$phosphorylation,NFKBIA
NChronic myeloid leukemia,CDKN2A,missing interaction,CCND1*CDK4*CDK6
NChronic myeloid leukemia,AKT3*AKT1*AKT2,activation$phosphorylation,MDM2
NChronic myeloid leukemia,TP53,missing interaction,CDKN1A
NChronic myeloid leukemia,ABL1*BCR,activation$phosphorylation,SHC2*SHC4*SHC3*SHC1
NChronic myeloid leukemia,TP53,missing interaction,GADD45G*GADD45A*GADD45B
NChronic myeloid leukemia,ARAF*RAF1*BRAF,activation$phosphorylation,MAP2K1*MAP2K2
NChronic myeloid leukemia,TP53,missing interaction,BAX
NChronic myeloid leukemia,MAP2K1*MAP2K2,activation$phosphorylation,MAPK1*MAPK3
NChronic myeloid leukemia,TP53,missing interaction,BAK1
NChronic myeloid leukemia,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,compound,AKT3*AKT1*AKT2
NChronic myeloid leukemia,CCND1*CDK4*CDK6,activation$phosphorylation,RB1
NChronic myeloid leukemia,TP53,missing interaction,DDB2
NCobalamin transport and metabolism New!,C00194,binding/association,MMAA
NCobalamin transport and metabolism New!,MMAA,binding/association,MMUT
NCobalamin transport and metabolism New!,C00541,activation$binding/association,MMADHC
NCobalamin transport and metabolism New!,C06409,activation$binding/association,MTRR
NCobalamin transport and metabolism New!,TCN1,binding/association,C02823*C06453*C00194*C08230
NCobalamin transport and metabolism New!,CBLIF,binding/association,C02823*C06453*C00194*C08230
NCobalamin transport and metabolism New!,TCN2,binding/association,C02823*C06453*C00194*C08230
NCobalamin transport and metabolism New!,TCN2,binding/association,CD320
NCobalamin transport and metabolism New!,CD320,binding/association,TCN2
NCobalamin transport and metabolism New!,TCN2,binding/association,C02823*C06453*C00194*C08230
NCobalamin transport and metabolism New!,TCN2,dissociation,C02823*C06453*C00194*C08230
NCobalamin transport and metabolism New!,ZNF76*ZNF143,binding/association,HCFC1
NCobalamin transport and metabolism New!,HCFC1,expression,MMACHC
NCobalamin transport and metabolism New!,C08230*C02823*C06453*C00194,activation$binding/association,MMACHC
NCobalamin transport and metabolism New!,C00541,binding/association,MMADHC
NCobalamin transport and metabolism New!,MMADHC,state change,C00541
NCobalamin transport and metabolism New!,MMAB,activation$binding/association,C00541
NCobalamin transport and metabolism New!,C00194,activation,MMUT
NColorectal cancer,EREG,activation,EGFR
NColorectal cancer,AKT3*AKT1*AKT2,phosphorylation,CASP9
NColorectal cancer,TP53,missing interaction,BAX
NColorectal cancer,AREG,activation,EGFR
NColorectal cancer,AKT3*AKT1*AKT2,phosphorylation,BAD
NColorectal cancer,TP53,missing interaction,GADD45G*GADD45A*GADD45B
NColorectal cancer,AKT3*AKT1*AKT2,phosphorylation,GSK3B
NColorectal cancer,TP53,missing interaction,CDKN1A
NColorectal cancer,CASP3,activation,DCC
NColorectal cancer,BBC3,inhibition,BCL2
NColorectal cancer,FOS,expression,CCND1
NColorectal cancer,BCL2L11,inhibition,BCL2
NColorectal cancer,MYC,expression,CCND1
NColorectal cancer,JUN,expression,CCND1
NColorectal cancer,BAD,inhibition,BCL2
NColorectal cancer,LEF1*TCF7*TCF7L2*TCF7L1,expression,CCND1
NColorectal cancer,LEF1*TCF7*TCF7L2*TCF7L1,expression,MYC
NColorectal cancer,PMAIP1,inhibition,BCL2
NColorectal cancer,LEF1*TCF7*TCF7L2*TCF7L1,expression,BIRC5
NColorectal cancer,RHOA*RAC1*RAC2*RAC3,activation,MAPK8*MAPK9*MAPK10
NColorectal cancer,BAX,inhibition,BCL2
NColorectal cancer,KRAS,activation,RALGDS
NColorectal cancer,EGFR,activation,GRB2
NColorectal cancer,KRAS,activation,ARAF*RAF1*BRAF
NColorectal cancer,RALA*RALB,activation,RHOA*RAC1*RAC2*RAC3
NColorectal cancer,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation,AKT3*AKT1*AKT2
NColorectal cancer,GRB2,activation,SOS1*SOS2
NColorectal cancer,KRAS,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NColorectal cancer,RALGDS,activation,RALA*RALB
NColorectal cancer,CTNNB1,activation,LEF1*TCF7*TCF7L2*TCF7L1
NColorectal cancer,SOS1*SOS2,activation,HRAS*KRAS*NRAS
NColorectal cancer,SMAD2*SMAD3,binding/association,SMAD4
NColorectal cancer,HRAS*KRAS*NRAS,activation,ARAF*RAF1*BRAF
NColorectal cancer,TGFBR2*TGFBR1,missing interaction,SMAD2*SMAD3
NColorectal cancer,CTNNB1,activation,LEF1*TCF7*TCF7L2*TCF7L1
NColorectal cancer,CASP9*APPL1,missing interaction,CASP3
NColorectal cancer,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation,C05981
NColorectal cancer,C05981,activation,AKT3*AKT1*AKT2
NColorectal cancer,DCC,missing interaction,CASP9*APPL1
NColorectal cancer,AKT3*AKT1*AKT2,activation,MTOR
NColorectal cancer,GSK3B,missing interaction,CTNNB1
NColorectal cancer,MTOR,activation,RPS6KB1*RPS6KB2
NColorectal cancer,GSK3B,missing interaction,CTNNB1
NColorectal cancer,ARAF*RAF1*BRAF,phosphorylation,MAP2K1*MAP2K2
NColorectal cancer,MAPK1*MAPK3,phosphorylation,MYC
NColorectal cancer,ARAF*RAF1*BRAF,activation$phosphorylation,MAP2K1*MAP2K2
NColorectal cancer,TGFA,activation,EGFR
NColorectal cancer,MAP2K1*MAP2K2,activation$phosphorylation,MAPK1*MAPK3
NColorectal cancer,MAPK1*MAPK3,phosphorylation,FOS
NColorectal cancer,EGF,activation,EGFR
NColorectal cancer,EGFR,activation$indirect effect,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NColorectal cancer,MAPK1*MAPK3,phosphorylation,JUN
NColorectal cancer,TP53,missing interaction,POLK
NColorectal cancer,TP53,missing interaction,DDB2
NColorectal cancer,MAP2K1*MAP2K2,phosphorylation,MAPK1*MAPK3
NColorectal cancer,TP53,missing interaction,BAK1
NComplement and coagulation cascades,F7,activation,C03378
NComplement and coagulation cascades,C03378*F3,activation,F10
NComplement and coagulation cascades,F10,activation,C01065
NComplement and coagulation cascades,F5,activation,C03780
NComplement and coagulation cascades,F12,activation,C03379
NComplement and coagulation cascades,C03379,activation,F11
NComplement and coagulation cascades,F11,activation,C03262
NComplement and coagulation cascades,C03262,activation,F9
NComplement and coagulation cascades,F9,activation,C03259
NComplement and coagulation cascades,F8*VWF,activation,C04001
NComplement and coagulation cascades,C04001*C03259,activation,F10
NComplement and coagulation cascades,C03780*C01065,activation,F2
NComplement and coagulation cascades,F2,activation,C00752
NComplement and coagulation cascades,THBD*C00752*PROCR,activation,PROC
NComplement and coagulation cascades,PROC,activation,C22547
NComplement and coagulation cascades,C00752,activation,FGA*FGB*FGG
NComplement and coagulation cascades,FGA*FGB*FGG,activation,C00290
NComplement and coagulation cascades,C00752,activation,F13A1*F13B
NComplement and coagulation cascades,F13A1*F13B,activation,C22546
NComplement and coagulation cascades,C00752,activation,F2R
NComplement and coagulation cascades,C00752,activation,F2RL2*F2RL3
NComplement and coagulation cascades,C00752,activation,CPB2
NComplement and coagulation cascades,KLKB1,activation,C01715
NComplement and coagulation cascades,C01715,activation,F12
NComplement and coagulation cascades,C03379,activation,KLKB1
NComplement and coagulation cascades,C01715,activation,KNG1
NComplement and coagulation cascades,KNG1,activation,C00306
NComplement and coagulation cascades,C00306,activation,BDKRB1*BDKRB2
NComplement and coagulation cascades,C01715,activation,PLG
NComplement and coagulation cascades,C22542*C22531*C22533,activation,C5
NComplement and coagulation cascades,PLG,activation,C00471
NComplement and coagulation cascades,C22533*C22540,activation,C5
NComplement and coagulation cascades,PLAT,activation,PLG
NComplement and coagulation cascades,C5,activation,C22545
NComplement and coagulation cascades,PLAU,activation,PLG
NComplement and coagulation cascades,C5,activation,C16510
NComplement and coagulation cascades,PLAU,activation,PLAUR
NComplement and coagulation cascades,C02002,activation,C3AR1
NComplement and coagulation cascades,C22547*PROS1,inhibition,C03780
NComplement and coagulation cascades,C16510,activation,C5AR1
NComplement and coagulation cascades,C22547*PROS1,inhibition,C04001
NComplement and coagulation cascades,CFI*CR1*CR1L*CFH*CD46,activation,C22533
NComplement and coagulation cascades,C22547,inhibition,SERPINE1*SERPINB2*SERPINA5*SERPINE2
NComplement and coagulation cascades,CR1*CR1L*CFI,activation,C22535
NComplement and coagulation cascades,SERPINE1*SERPINB2*SERPINA5*SERPINE2,inhibition,PLAT
NComplement and coagulation cascades,C22533,activation,VSIG4
NComplement and coagulation cascades,SERPINE1*SERPINB2*SERPINA5*SERPINE2,inhibition,PLAU
NComplement and coagulation cascades,C22533,activation,CR1*CR1L
NComplement and coagulation cascades,A2M,inhibition,PLAU
NComplement and coagulation cascades,C22535,activation,VSIG4
NComplement and coagulation cascades,SERPINA1*SERPING1,inhibition,PLAU
NComplement and coagulation cascades,C22535,activation,CR1*CR1L
NComplement and coagulation cascades,CPB2,inhibition,C00471
NComplement and coagulation cascades,C22535,activation,CR2
NComplement and coagulation cascades,A2M,inhibition,C00471
NComplement and coagulation cascades,C22535,activation,ITGAM*ITGB2
NComplement and coagulation cascades,SERPINA1*SERPINE2*SERPINF2*SERPING1,inhibition,C00471
NComplement and coagulation cascades,C22535,activation,ITGAX*ITGB2
NComplement and coagulation cascades,SERPINC1*SERPING1,inhibition,C03262
NComplement and coagulation cascades,C22538,activation,CR2
NComplement and coagulation cascades,SERPINC1*SERPING1,inhibition,C03379
NComplement and coagulation cascades,CFI*CD46*C4BPA*C4BPB,activation,C22542
NComplement and coagulation cascades,SERPINC1*SERPING1,inhibition,C01715
NComplement and coagulation cascades,SERPING1,inhibition,C1QA*C1QB*C1QC*C1R*C1S
NComplement and coagulation cascades,SERPINC1*SERPINA5,inhibition,C03259
NComplement and coagulation cascades,SERPING1,inhibition,MBL2*MASP2*MASP1
NComplement and coagulation cascades,TFPI,inhibition,C03378
NComplement and coagulation cascades,CFHR4*CFHR3*CFHR1*CFHR2*CFHR5,inhibition,CFH
NComplement and coagulation cascades,TFPI,inhibition,C01065
NComplement and coagulation cascades,C00471,activation,C3
NComplement and coagulation cascades,SERPINC1*SERPINA5,inhibition,C01065
